loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date
LOAN009619,CUS006415,Car Loan,6219582,11.34,Approved,2023-03-02
LOAN009620,CUS007078,Home Loan,294630,11.71,Approved,2022-03-02
LOAN009621,CUS011477,Personal Loan,128899,9.65,Approved,2024-04-15
LOAN009622,CUS006295,Education Loan,207110,13.0,Pending,2022-09-04
LOAN009623,CUS008542,Personal Loan,568131,8.98,Approved,2022-12-10
LOAN009624,CUS012876,Personal Loan,1937079,11.84,Pending,2023-07-10
LOAN009625,CUS002156,Gold Loan,2400713,8.12,Approved,2021-08-19
LOAN009626,CUS014386,Personal Loan,788578,13.0,Approved,2023-03-21
LOAN009627,CUS005459,Home Loan,193603,7.66,Approved,2024-12-28
LOAN009628,CUS015297,Education Loan,136344,8.47,Pending,2021-06-15
LOAN009629,CUS015908,Business Loan,4894974,9.43,Approved,2024-03-04
LOAN009630,CUS003414,Home Loan,166233,9.34,Approved,2021-06-18
LOAN009631,CUS012631,Home Loan,154613,12.17,Approved,2023-01-23
LOAN009632,CUS017818,Education Loan,271455,13.68,Approved,2024-08-01
LOAN009633,CUS002685,Personal Loan,151534,12.9,Approved,2024-11-28
LOAN009634,CUS017686,Car Loan,5679208,10.6,Pending,2021-04-03
LOAN009635,CUS019044,Gold Loan,354209,13.64,Approved,2023-03-13
LOAN009636,CUS004790,Personal Loan,6346002,11.1,Approved,2025-03-12
LOAN009637,CUS015665,Business Loan,3169984,10.16,Approved,2021-01-20
LOAN009638,CUS014161,Home Loan,795669,12.97,Approved,2024-08-18
LOAN009639,CUS007489,Personal Loan,3431889,9.96,Approved,2024-09-28
LOAN009640,CUS010615,Home Loan,338911,9.55,Approved,2022-11-13
LOAN009641,CUS000377,Personal Loan,1991289,9.56,Approved,2020-01-13
LOAN009642,CUS018689,Personal Loan,210010,13.4,Approved,2024-01-28
LOAN009643,CUS000700,Home Loan,298554,11.27,Approved,2024-04-05
LOAN009644,CUS005706,Car Loan,2293872,11.96,Approved,2020-12-28
LOAN009645,CUS009191,Personal Loan,281321,13.25,Approved,2025-11-17
LOAN009646,CUS011966,Home Loan,121204,12.9,Approved,2024-03-15
LOAN009647,CUS018933,Car Loan,149494,9.48,Approved,2024-09-13
LOAN009648,CUS005894,Personal Loan,2183819,9.05,Approved,2025-12-05
LOAN009649,CUS018479,Business Loan,194010,9.68,Approved,2024-01-01
LOAN009650,CUS013611,Gold Loan,1077309,7.99,Approved,2021-03-10
LOAN009651,CUS002033,Personal Loan,2537566,12.3,Approved,2020-11-02
LOAN009652,CUS000181,Gold Loan,95200,7.78,Pending,2020-06-03
LOAN009653,CUS011120,Personal Loan,354717,8.77,Approved,2024-07-23
LOAN009654,CUS007532,Home Loan,262546,9.26,Approved,2020-06-15
LOAN009655,CUS019049,Education Loan,5876535,13.56,Pending,2025-07-05
LOAN009656,CUS010201,Personal Loan,151657,9.52,Approved,2025-09-05
LOAN009657,CUS006345,Home Loan,202541,8.79,Approved,2022-08-20
LOAN009658,CUS006852,Car Loan,746219,8.83,Approved,2022-10-04
LOAN009659,CUS009414,Car Loan,100505,9.6,Approved,2025-04-19
LOAN009660,CUS000920,Car Loan,1365121,9.25,Pending,2021-06-01
LOAN009661,CUS019677,Business Loan,232928,9.47,Approved,2021-03-08
LOAN009662,CUS017963,Gold Loan,385010,10.22,Closed,2022-03-08
LOAN009663,CUS019776,Home Loan,7468437,13.47,Pending,2022-11-25
LOAN009664,CUS017945,Car Loan,85118,11.07,Approved,2022-01-04
LOAN009665,CUS000122,Personal Loan,288980,12.7,Pending,2023-11-16
LOAN009666,CUS005377,Home Loan,1030110,13.34,Approved,2021-05-16
LOAN009667,CUS016202,Car Loan,3703192,10.09,Approved,2022-07-24
LOAN009668,CUS005232,Business Loan,173251,10.42,Approved,2024-06-24
LOAN009669,CUS015029,Education Loan,794672,8.43,Pending,2020-12-23
LOAN009670,CUS011141,Gold Loan,82051,9.23,Approved,2021-07-08
LOAN009671,CUS000570,Home Loan,570849,10.33,Approved,2020-06-02
LOAN009672,CUS018490,Education Loan,175208,8.29,Approved,2023-05-11
LOAN009673,CUS004427,Education Loan,246440,9.79,Approved,2023-01-10
LOAN009674,CUS014968,Home Loan,208437,12.68,Approved,2021-05-05
LOAN009675,CUS018100,Personal Loan,5127663,7.36,Approved,2020-04-07
LOAN009676,CUS003156,Business Loan,283172,10.02,Approved,2021-03-12
LOAN009677,CUS018256,Home Loan,285581,13.19,Approved,2023-05-02
LOAN009678,CUS004589,Home Loan,288322,7.99,Approved,2025-10-04
LOAN009679,CUS007339,Personal Loan,275635,12.95,Approved,2022-03-19
LOAN009680,CUS008865,Business Loan,4744570,8.62,Approved,2022-12-19
LOAN009681,CUS001912,Personal Loan,285943,12.54,Approved,2020-12-19
LOAN009682,CUS014108,Personal Loan,299834,12.78,Closed,2022-06-11
LOAN009683,CUS007754,Home Loan,2484994,7.28,Pending,2020-04-12
LOAN009684,CUS009278,Home Loan,225493,9.92,Approved,2020-10-26
LOAN009685,CUS016015,Gold Loan,573577,12.1,Approved,2025-04-02
LOAN009686,CUS008388,Car Loan,176012,9.08,Closed,2021-09-24
LOAN009687,CUS012394,Business Loan,229925,13.03,Pending,2022-05-28
LOAN009688,CUS009510,Business Loan,169002,12.49,Pending,2025-07-23
LOAN009689,CUS002241,Car Loan,7820145,11.42,Approved,2024-12-10
LOAN009690,CUS003808,Personal Loan,468611,11.75,Approved,2021-06-05
LOAN009691,CUS017370,Car Loan,1640195,9.66,Closed,2025-04-27
LOAN009692,CUS000038,Home Loan,130381,13.66,Closed,2022-06-10
LOAN009693,CUS000762,Home Loan,197360,10.01,Approved,2020-01-26
LOAN009694,CUS019914,Gold Loan,822963,13.25,Approved,2025-01-04
LOAN009695,CUS017007,Business Loan,8026236,13.63,Approved,2020-07-19
LOAN009696,CUS011244,Business Loan,142866,12.9,Closed,2024-10-07
LOAN009697,CUS004118,Gold Loan,179679,10.53,Approved,2024-12-24
LOAN009698,CUS010984,Car Loan,2599360,13.67,Approved,2024-11-15
LOAN009699,CUS013084,Personal Loan,771953,10.93,Approved,2024-06-18
LOAN009700,CUS017871,Gold Loan,980374,13.49,Approved,2023-10-07
LOAN009701,CUS004791,Gold Loan,552437,8.74,Approved,2022-01-07
LOAN009702,CUS005335,Car Loan,114007,13.08,Pending,2025-04-15
LOAN009703,CUS007616,Home Loan,5688695,7.32,Approved,2023-11-23
LOAN009704,CUS016419,Gold Loan,7373279,12.83,Approved,2021-02-15
LOAN009705,CUS002930,Car Loan,88340,11.8,Approved,2021-06-26
LOAN009706,CUS018626,Business Loan,1655974,10.26,Pending,2022-03-16
LOAN009707,CUS019568,Home Loan,110053,13.06,Approved,2022-11-23
LOAN009708,CUS015791,Gold Loan,499567,11.05,Pending,2020-03-06
LOAN009709,CUS019874,Education Loan,2465872,10.77,Closed,2020-11-11
LOAN009710,CUS018206,Car Loan,184977,11.21,Approved,2024-05-15
LOAN009711,CUS001873,Business Loan,2943584,10.38,Pending,2024-05-10
LOAN009712,CUS004172,Car Loan,9139626,11.56,Pending,2020-10-25
LOAN009713,CUS002218,Business Loan,5701584,12.74,Approved,2025-07-03
LOAN009714,CUS018799,Business Loan,249599,10.79,Approved,2023-06-18
LOAN009715,CUS017566,Home Loan,9183650,13.4,Approved,2022-06-24
LOAN009716,CUS013823,Business Loan,258532,8.05,Pending,2020-05-13
LOAN009717,CUS013027,Personal Loan,3729673,11.13,Approved,2020-01-20
LOAN009718,CUS004014,Gold Loan,66428,7.24,Pending,2020-05-27
LOAN009719,CUS007106,Personal Loan,992900,9.88,Closed,2023-08-13
LOAN009720,CUS005204,Gold Loan,248408,8.04,Pending,2024-01-06
LOAN009721,CUS007148,Education Loan,6430889,7.87,Closed,2025-09-11
LOAN009722,CUS001769,Personal Loan,8358156,10.23,Approved,2022-06-28
LOAN009723,CUS019123,Car Loan,205819,10.25,Approved,2024-11-04
LOAN009724,CUS012191,Personal Loan,65897,7.23,Approved,2020-09-28
LOAN009725,CUS011027,Home Loan,478833,11.1,Approved,2025-01-24
LOAN009726,CUS003189,Education Loan,5534364,10.15,Pending,2023-09-27
LOAN009727,CUS012172,Gold Loan,215055,12.25,Approved,2023-06-16
LOAN009728,CUS006681,Gold Loan,2007843,7.21,Approved,2020-03-18
LOAN009729,CUS003367,Education Loan,2010871,13.52,Approved,2025-06-17
LOAN009730,CUS005478,Personal Loan,1562923,8.59,Approved,2025-10-18
LOAN009731,CUS001458,Business Loan,267713,7.25,Approved,2023-07-06
LOAN009732,CUS010721,Business Loan,127148,8.92,Approved,2024-08-17
LOAN009733,CUS015363,Education Loan,182999,10.97,Approved,2022-11-26
LOAN009734,CUS012588,Business Loan,155262,10.98,Approved,2023-12-26
LOAN009735,CUS013861,Gold Loan,5302190,8.2,Approved,2025-04-03
LOAN009736,CUS013216,Car Loan,996617,10.41,Pending,2025-09-18
LOAN009737,CUS015658,Education Loan,5517555,9.19,Pending,2024-06-14
LOAN009738,CUS006567,Personal Loan,6385765,8.34,Closed,2020-01-04
LOAN009739,CUS001362,Business Loan,111136,9.8,Closed,2024-02-23
LOAN009740,CUS018666,Business Loan,9961496,11.03,Pending,2023-08-25
LOAN009741,CUS015117,Home Loan,2873088,7.27,Approved,2022-09-19
LOAN009742,CUS001659,Education Loan,2914947,9.25,Approved,2025-04-18
LOAN009743,CUS007207,Gold Loan,175984,9.73,Approved,2020-11-17
LOAN009744,CUS006541,Business Loan,158360,11.62,Approved,2024-06-08
LOAN009745,CUS016884,Personal Loan,3967179,8.03,Closed,2023-03-04
LOAN009746,CUS001521,Personal Loan,155525,9.79,Approved,2022-11-19
LOAN009747,CUS003519,Home Loan,115512,11.76,Approved,2021-06-03
LOAN009748,CUS003783,Personal Loan,569363,12.59,Closed,2022-01-18
LOAN009749,CUS013513,Home Loan,880056,10.57,Approved,2021-04-14
LOAN009750,CUS018157,Car Loan,6713197,12.01,Approved,2021-01-16
LOAN009751,CUS017822,Home Loan,2032049,13.47,Approved,2025-06-11
LOAN009752,CUS008840,Personal Loan,1330508,8.69,Approved,2023-09-09
LOAN009753,CUS017215,Home Loan,112606,13.56,Approved,2025-02-08
LOAN009754,CUS018523,Personal Loan,8097175,7.44,Approved,2024-03-15
LOAN009755,CUS009861,Gold Loan,238692,10.9,Approved,2022-03-13
LOAN009756,CUS017937,Home Loan,656689,12.98,Pending,2023-01-25
LOAN009757,CUS017351,Car Loan,2247500,10.01,Approved,2022-07-04
LOAN009758,CUS004785,Home Loan,7042331,11.47,Approved,2023-06-06
LOAN009759,CUS019889,Car Loan,61169,7.28,Pending,2023-07-09
LOAN009760,CUS015608,Personal Loan,235905,10.77,Approved,2024-03-12
LOAN009761,CUS004105,Gold Loan,279195,8.26,Approved,2025-04-26
LOAN009762,CUS018758,Home Loan,257391,8.76,Approved,2025-01-10
LOAN009763,CUS018640,Home Loan,498487,10.86,Approved,2023-01-10
LOAN009764,CUS010628,Gold Loan,144099,11.44,Approved,2025-01-13
LOAN009765,CUS011466,Business Loan,200356,9.45,Approved,2021-06-18
LOAN009766,CUS005930,Business Loan,63612,10.78,Pending,2024-04-20
LOAN009767,CUS005449,Personal Loan,137231,7.4,Approved,2020-09-08
LOAN009768,CUS011230,Education Loan,222371,9.95,Approved,2020-10-27
LOAN009769,CUS012248,Home Loan,265898,9.67,Pending,2022-02-27
LOAN009770,CUS006832,Car Loan,1450199,13.69,Approved,2024-10-06
LOAN009771,CUS016450,Education Loan,97760,13.22,Pending,2023-02-26
LOAN009772,CUS005329,Business Loan,2792639,9.46,Approved,2023-04-28
LOAN009773,CUS005430,Car Loan,168301,10.08,Approved,2025-07-02
LOAN009774,CUS004456,Education Loan,255269,11.05,Approved,2024-10-13
LOAN009775,CUS010406,Gold Loan,1245908,8.28,Pending,2022-11-24
LOAN009776,CUS000264,Business Loan,1208422,12.52,Pending,2020-12-07
LOAN009777,CUS006442,Personal Loan,246879,9.19,Pending,2025-05-12
LOAN009778,CUS003957,Education Loan,3598501,11.53,Approved,2023-02-19
LOAN009779,CUS007162,Personal Loan,989127,11.59,Pending,2025-03-03
LOAN009780,CUS008575,Personal Loan,1566406,10.9,Approved,2025-05-11
LOAN009781,CUS004994,Business Loan,196474,10.41,Closed,2021-05-26
LOAN009782,CUS001186,Home Loan,2858852,11.53,Pending,2020-08-21
LOAN009783,CUS011210,Home Loan,242097,9.03,Pending,2022-03-10
LOAN009784,CUS002434,Car Loan,1383147,13.51,Approved,2025-08-23
LOAN009785,CUS010483,Gold Loan,88214,10.74,Approved,2022-11-15
LOAN009786,CUS014720,Car Loan,807399,8.64,Approved,2024-02-25
LOAN009787,CUS013127,Personal Loan,165296,9.02,Approved,2024-07-04
LOAN009788,CUS008565,Personal Loan,69513,13.11,Approved,2023-07-06
LOAN009789,CUS016295,Business Loan,4218054,8.78,Pending,2020-05-01
LOAN009790,CUS000801,Car Loan,128546,11.34,Approved,2024-12-25
LOAN009791,CUS000302,Personal Loan,2602667,7.45,Pending,2021-08-27
LOAN009792,CUS001983,Car Loan,283885,9.79,Pending,2025-11-07
LOAN009793,CUS005484,Car Loan,89370,8.39,Pending,2023-03-05
LOAN009794,CUS002673,Education Loan,615189,8.89,Approved,2023-08-13
LOAN009795,CUS011215,Business Loan,275595,9.11,Pending,2024-06-04
LOAN009796,CUS003611,Business Loan,9422729,13.42,Closed,2021-03-01
LOAN009797,CUS008666,Business Loan,615209,9.26,Approved,2024-06-06
LOAN009798,CUS009211,Home Loan,749303,10.94,Pending,2021-01-24
LOAN009799,CUS001366,Car Loan,167589,9.91,Approved,2020-01-09
LOAN009800,CUS014192,Home Loan,77551,12.25,Approved,2022-10-12
LOAN009801,CUS001818,Car Loan,2975265,13.09,Approved,2022-11-02
LOAN009802,CUS010653,Personal Loan,569074,9.86,Pending,2021-10-27
LOAN009803,CUS016573,Business Loan,103196,11.3,Approved,2022-05-01
LOAN009804,CUS007765,Personal Loan,144080,10.74,Approved,2021-04-02
LOAN009805,CUS002123,Personal Loan,269959,7.32,Approved,2022-05-10
LOAN009806,CUS017541,Home Loan,216858,8.77,Approved,2022-12-05
LOAN009807,CUS015296,Personal Loan,192750,13.36,Closed,2021-09-02
LOAN009808,CUS019549,Gold Loan,826341,10.95,Approved,2020-07-19
LOAN009809,CUS008948,Gold Loan,2355007,13.2,Approved,2024-08-07
LOAN009810,CUS007933,Personal Loan,241291,10.54,Approved,2025-04-11
LOAN009811,CUS000067,Gold Loan,195867,7.67,Approved,2023-04-04
LOAN009812,CUS008729,Education Loan,104573,11.64,Approved,2022-06-01
LOAN009813,CUS015690,Business Loan,375928,7.98,Approved,2024-01-03
LOAN009814,CUS016384,Education Loan,8234883,13.25,Approved,2025-11-14
LOAN009815,CUS018542,Home Loan,616035,12.71,Pending,2023-06-16
LOAN009816,CUS018283,Car Loan,288911,11.59,Approved,2020-12-10
LOAN009817,CUS004214,Business Loan,1046630,8.56,Approved,2024-04-07
LOAN009818,CUS017369,Business Loan,192301,11.2,Pending,2024-10-21
LOAN009819,CUS002205,Car Loan,113634,13.25,Approved,2024-09-23
LOAN009820,CUS014458,Car Loan,212348,9.77,Approved,2022-06-10
LOAN009821,CUS011588,Home Loan,148595,13.57,Pending,2024-11-20
LOAN009822,CUS009130,Gold Loan,608098,8.25,Approved,2024-02-18
LOAN009823,CUS006092,Car Loan,2312413,11.1,Approved,2021-04-14
LOAN009824,CUS003589,Home Loan,81250,10.03,Pending,2022-03-20
LOAN009825,CUS018339,Personal Loan,4267120,12.0,Approved,2025-04-01
LOAN009826,CUS007805,Home Loan,183579,11.09,Approved,2023-09-16
LOAN009827,CUS005394,Gold Loan,293952,9.4,Approved,2020-11-22
LOAN009828,CUS002369,Gold Loan,2002800,8.44,Closed,2025-09-11
LOAN009829,CUS012659,Gold Loan,2366263,11.4,Closed,2024-12-27
LOAN009830,CUS016200,Business Loan,6245666,13.0,Approved,2024-11-04
LOAN009831,CUS017142,Gold Loan,1118697,12.36,Approved,2025-09-22
LOAN009832,CUS015259,Personal Loan,279707,13.8,Approved,2022-07-27
LOAN009833,CUS016744,Gold Loan,1396232,10.4,Closed,2022-05-14
LOAN009834,CUS003333,Personal Loan,285026,13.51,Approved,2020-05-18
LOAN009835,CUS001159,Business Loan,243738,7.32,Approved,2021-06-16
LOAN009836,CUS008742,Personal Loan,5063763,13.7,Pending,2022-05-12
LOAN009837,CUS012584,Car Loan,260363,10.17,Approved,2021-09-26
LOAN009838,CUS014189,Home Loan,64037,10.54,Approved,2022-02-11
LOAN009839,CUS000849,Car Loan,162615,8.28,Approved,2020-03-15
LOAN009840,CUS006306,Car Loan,151383,8.64,Approved,2025-02-13
LOAN009841,CUS018759,Car Loan,6715621,11.16,Pending,2022-06-06
LOAN009842,CUS017935,Gold Loan,2544365,12.63,Approved,2024-11-22
LOAN009843,CUS010805,Business Loan,649534,9.69,Approved,2024-02-13
LOAN009844,CUS003148,Personal Loan,338425,11.22,Approved,2021-10-26
LOAN009845,CUS016437,Personal Loan,890367,9.2,Approved,2022-03-24
LOAN009846,CUS018683,Gold Loan,277181,8.49,Closed,2023-09-02
LOAN009847,CUS003112,Car Loan,9467264,8.86,Closed,2025-06-20
LOAN009848,CUS018902,Business Loan,221221,9.14,Closed,2024-11-28
LOAN009849,CUS010828,Personal Loan,2320155,7.93,Approved,2025-02-03
LOAN009850,CUS012234,Gold Loan,198952,12.83,Closed,2023-05-16
LOAN009851,CUS009945,Car Loan,732219,11.34,Pending,2020-03-18
LOAN009852,CUS010536,Business Loan,140612,12.02,Approved,2025-09-17
LOAN009853,CUS003171,Gold Loan,143659,10.52,Approved,2022-05-12
LOAN009854,CUS001127,Personal Loan,74384,13.76,Approved,2025-07-23
LOAN009855,CUS009138,Home Loan,227803,9.34,Approved,2025-08-22
LOAN009856,CUS004664,Home Loan,1739243,12.57,Pending,2025-09-10
LOAN009857,CUS008298,Car Loan,177638,12.22,Approved,2020-01-09
LOAN009858,CUS012692,Gold Loan,205630,8.27,Approved,2022-12-26
LOAN009859,CUS007252,Car Loan,94568,10.02,Approved,2022-07-24
LOAN009860,CUS010394,Personal Loan,124717,8.13,Approved,2024-10-09
LOAN009861,CUS000554,Personal Loan,118876,12.65,Approved,2023-01-22
LOAN009862,CUS018742,Personal Loan,187949,11.96,Approved,2023-07-06
LOAN009863,CUS001789,Gold Loan,216901,10.26,Approved,2024-05-21
LOAN009864,CUS000001,Car Loan,233980,9.39,Closed,2021-05-26
LOAN009865,CUS009681,Home Loan,1456286,11.57,Closed,2023-11-18
LOAN009866,CUS009801,Gold Loan,96293,11.87,Closed,2022-02-12
LOAN009867,CUS016190,Gold Loan,706329,13.01,Approved,2023-03-13
LOAN009868,CUS011253,Business Loan,126767,9.54,Pending,2024-04-27
LOAN009869,CUS013985,Gold Loan,3459856,8.03,Approved,2022-03-16
LOAN009870,CUS015627,Education Loan,213133,9.95,Approved,2023-11-25
LOAN009871,CUS014173,Education Loan,131622,9.32,Closed,2022-05-16
LOAN009872,CUS009768,Car Loan,88880,13.75,Approved,2021-04-18
LOAN009873,CUS001640,Car Loan,992447,13.47,Approved,2022-06-27
LOAN009874,CUS009546,Business Loan,131176,13.27,Approved,2022-08-13
LOAN009875,CUS003662,Education Loan,7119423,7.76,Approved,2023-01-23
LOAN009876,CUS000198,Home Loan,830327,12.75,Pending,2021-04-04
LOAN009877,CUS016828,Gold Loan,838334,8.62,Pending,2020-12-19
LOAN009878,CUS000081,Gold Loan,779480,12.18,Approved,2022-12-03
LOAN009879,CUS007620,Education Loan,172578,10.11,Pending,2022-01-07
LOAN009880,CUS018934,Business Loan,1915121,10.79,Approved,2024-12-10
LOAN009881,CUS003191,Car Loan,292724,13.29,Approved,2024-02-24
LOAN009882,CUS019250,Education Loan,181808,11.01,Approved,2024-06-19
LOAN009883,CUS015702,Car Loan,163777,8.92,Pending,2025-10-04
LOAN009884,CUS014502,Personal Loan,213329,7.48,Approved,2023-09-27
LOAN009885,CUS013991,Personal Loan,138453,11.13,Approved,2022-10-22
LOAN009886,CUS006933,Education Loan,144174,9.79,Approved,2020-07-16
LOAN009887,CUS016922,Home Loan,246924,7.9,Approved,2024-01-11
LOAN009888,CUS007686,Gold Loan,1564799,9.64,Approved,2022-11-12
LOAN009889,CUS016047,Business Loan,204713,8.62,Approved,2025-11-26
LOAN009890,CUS004691,Business Loan,2089362,8.89,Approved,2023-07-07
LOAN009891,CUS008778,Gold Loan,242750,13.34,Approved,2024-01-21
LOAN009892,CUS009507,Business Loan,240264,9.55,Approved,2024-05-10
LOAN009893,CUS006056,Gold Loan,134460,8.04,Approved,2025-02-19
LOAN009894,CUS017095,Home Loan,217976,8.99,Approved,2023-05-18
LOAN009895,CUS007538,Education Loan,258147,12.29,Approved,2023-04-15
LOAN009896,CUS006657,Business Loan,288597,13.54,Approved,2023-09-22
LOAN009897,CUS009437,Personal Loan,1622830,9.31,Approved,2025-12-12
LOAN009898,CUS012336,Business Loan,137690,9.55,Closed,2021-10-12
LOAN009899,CUS011629,Car Loan,6720833,12.5,Pending,2022-04-16
LOAN009900,CUS019879,Gold Loan,1931895,12.64,Pending,2020-09-27
LOAN009901,CUS004006,Car Loan,2640133,9.83,Pending,2025-07-08
LOAN009902,CUS000826,Business Loan,279491,10.57,Approved,2020-11-25
LOAN009903,CUS014622,Education Loan,77757,11.65,Approved,2023-12-10
LOAN009904,CUS010968,Education Loan,971038,13.39,Approved,2022-06-24
LOAN009905,CUS007569,Personal Loan,2795964,10.47,Approved,2025-01-12
LOAN009906,CUS000414,Business Loan,55426,11.26,Approved,2021-03-14
LOAN009907,CUS003039,Home Loan,223757,10.59,Pending,2020-06-20
LOAN009908,CUS010939,Home Loan,238924,13.32,Pending,2023-08-18
LOAN009909,CUS014572,Business Loan,7125211,10.84,Approved,2020-11-08
LOAN009910,CUS013183,Business Loan,333274,7.26,Approved,2024-12-20
LOAN009911,CUS017898,Car Loan,235485,7.72,Approved,2024-09-11
LOAN009912,CUS005027,Education Loan,170214,9.97,Approved,2024-01-17
LOAN009913,CUS000139,Home Loan,246213,8.95,Approved,2024-03-10
LOAN009914,CUS006493,Car Loan,115908,8.41,Approved,2023-06-17
LOAN009915,CUS010016,Home Loan,1569994,11.16,Approved,2021-08-14
LOAN009916,CUS004012,Education Loan,286846,10.36,Closed,2021-10-08
LOAN009917,CUS009472,Education Loan,219397,12.1,Approved,2022-09-28
LOAN009918,CUS012412,Personal Loan,8941977,10.43,Approved,2023-10-16
LOAN009919,CUS014045,Business Loan,156011,12.03,Approved,2021-04-27
LOAN009920,CUS002875,Education Loan,126528,10.22,Approved,2023-08-08
LOAN009921,CUS018482,Gold Loan,258977,10.88,Closed,2023-04-03
LOAN009922,CUS014789,Gold Loan,150228,13.28,Approved,2024-05-26
LOAN009923,CUS017913,Education Loan,1465241,8.68,Pending,2022-10-06
LOAN009924,CUS000791,Business Loan,2112024,7.65,Closed,2024-01-07
LOAN009925,CUS008043,Home Loan,2744418,8.59,Approved,2022-06-03
LOAN009926,CUS014196,Home Loan,110912,11.98,Approved,2021-12-19
LOAN009927,CUS003225,Business Loan,202211,7.56,Approved,2022-08-06
